Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.5,5,4 crabs,,,,,,,,TRUE,1997,11085,TRUE,11085D,2-Jun-17,CB,5,Benthic Material,Benthic Material,Cnidaria,48738,Phylum,"Hydro/octocoral, unidentified",plant-like structure (hydrocoral or gorgonian?),27.79,,0.00211,2.11,"2: < 5% remaining (beak, spines, otoliths)",unidentified hydrocoral or gorgonian? twig-like invertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.5,5,4 crabs,,,,,,,,TRUE,1996,11085,TRUE,11085C,2-Jun-17,CB,5,Crabs/Shrimps,Crustacea,Pleocyemata,96105,Suborder,"Crab, unidentified",crab legs and carapace,27.79,,2.63,,3: 5-49% remaining (some muscle),"broken crab, bits of carapace and legs, similar to others in 11085, in vial with 11085D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.5,5,4 crabs,,,,,,,,TRUE,1998,11085,TRUE,11085E,2-Jun-17,CB,5,Spider Crabs,Majoidea,Hyas lyratus,98422,Species,Pacific Lyre Crab,"wing-like projections behind eye, lyre-shaped carapace, forked rostrum, dark legs, 'M' shaped mouth, slightly textured claws",27.79,,3.04,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","claw broken in half, in same vial as 11085B",,,,,,,,,,,,,,,,M,23.84,19.52,,4.89,,11.61,2.88,,2.9,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.5,5,4 crabs,,,,,,,,TRUE,1995,11085,TRUE,11085B,2-Jun-17,CB,5,Spider Crabs,Majoidea,Hyas lyratus,98422,Species,Pacific Lyre Crab,"wing-like projections behind eye, lyre-shaped carapace, forked rostrum, dark legs, 'M' shaped mouth, slightly textured claws",27.79,,10.5,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","medium size crab, 1 loose leg, orange in color, in vial with 11085E",,,,,,,,,,,,,,,,F,35.05,29.88,,11.94,,17.69,5.58,18.51,4.37,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.5,5,4 crabs,,,,,,,,TRUE,1994,11085,TRUE,11085A,2-Jun-17,CB,5,Spider Crabs,Majoidea,Hyas lyratus,98422,Species,Pacific Lyre Crab,"wing-like projections behind eye, lyre-shaped carapace, forked rostrum, dark legs, 'M' shaped mouth, slightly textured claws",27.79,,11.62,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","large crab, four loose legs, missing right claw",,,,,,,,,,,,,,,,M,41.56,35.42,,9.72,,24.2,6.41,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut juice",PH,FALSE,11088,27.2,69.1,691,82.68506,76-95,N,M,,,8.82,4,2,"crustacean leg, flesh, fish bones",,,,,,,,TRUE,1033,11088,TRUE,11088A,19-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,1.91,,1.91,,"2: < 5% remaining (beak, spines, otoliths)","branchiostegal rays, loose flesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,180,,salmon,PH,FALSE,11089,30.91,78.5,785,93.9331,76-95,N,M,,,13.23,6,2,"a few vert, lens, bones",,,,,,,,TRUE,1055,11089,TRUE,11089A,19-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","vertebrae, lens, other bones",2.08,,2.08,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,squid,PH,FALSE,11091,23.23,59,590,70.5994,<76,N,M,,,6.06,2.75,3,herring,,,,,,,,TRUE,2440,11091,TRUE,11091A,29-Jun-17,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"dentary shape, H-shaped hemals",40.3,,40.3,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),"full fish, no skin or scales, head detached",,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,Y,,230,,squid,PH,FALSE,11093,31.42,79.8,795,95.48868,76-95,N,F,,,14.88,6.75,2,squid beak,,,,,,,,TRUE,1021,11093,TRUE,11093A,15-Sep-16,CB,1,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified","beak shape, lens",0.67,,0.67,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (lower), cephalopod lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,15.05,0.13,7.78,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",PH,FALSE,11095,40.04,101.7,1017,121.69422,116-135,N,F,,,29.76,13.5,2,Misc. bones,,,,,,,,TRUE,2042,11095,TRUE,11095A,6-Jun-17,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,7.96,,7.96,,"2: < 5% remaining (beak, spines, otoliths)",branchiostegal rays and loose flesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11099,30.83,78.3,783,93.69378,76-95,N,F,,,13.78,6.25,5,Hermit crab,,,,,,,,TRUE,1062,11099,TRUE,11099A,19-Sep-16,CB,1,Hermit Crabs,Paguroidea,Paguridae,97774,Family,"Hermit Crab, unidentified","right claw large, hard carapace, long slender legs, chelipeds not smooth",2.94,,2.94,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","missing abdomen/tail, egg clutch attached",,,,,,,,,,,,,,,,F,13.92,12.77,,,,12.98,2.89,15.52,6.27,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",PH,FALSE,11102,33.86,86,860,102.9076,96-115,N,F,,,18.19,8.25,2,one fin ray,,,,,,,,TRUE,1056,11102,TRUE,11102A,19-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fin ray,0.06,,0.06,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",PH,FALSE,11103,30.51,77.5,775,92.7365,76-95,N,F,,,12.68,5.75,3,"fish with flesh, squid beak, and lens",,,,,,,,TRUE,1061,11103,TRUE,11103B,19-Sep-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",vert column (partial) with flesh attached,4.86,,3.89,,3: 5-49% remaining (some muscle),no identifiable characteristics on vertebrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",PH,FALSE,11103,30.51,77.5,775,92.7365,76-95,N,F,,,12.68,5.75,3,"fish with flesh, squid beak, and lens",,,,,,,,TRUE,1060,11103,TRUE,11103A,19-Sep-16,CB,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified","beak shape, lens",4.86,,0.97,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper and lower), cephalopod lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,19.33,5.51,24.74,0.15,6.26,3.99,13.87,0.08,10.11,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11104,26.89,68.3,683,81.72778,76-95,N,F,,,8.82,4,2,"vertebrae, otolith, misc bones, 2 lenses",,,,,,,,TRUE,1015,11104,TRUE,11104A,15-Sep-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,1.64,,1.64,,"2: < 5% remaining (beak, spines, otoliths)","lens (2), otolith condition fair, vertebrae, misc. bones,",fair,,55.61,,10.96,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,Y,,230,,squid,PH,FALSE,11108,28.94,73.5,735,87.9501,76-95,N,M,,,11.57,5.25,2,vertebrae,,,,,,,,TRUE,1020,11108,TRUE,11108A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",vertebrae,0.24,,0.24,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11109,31.02,78.8,788,94.29208,76-95,N,F,,,13.23,6,2,"Fish bone, Big octo beak",,,,,,,,TRUE,2141,11109,TRUE,11109A,8-Jun-17,CB,2,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,1.2,,0.82,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower); in same vial as 11109B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,11.78,,28.1,0.34,6.86,,19.36,0.27,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11109,31.02,78.8,788,94.29208,76-95,N,F,,,13.23,6,2,"Fish bone, Big octo beak",,,,,,,,TRUE,2142,11109,TRUE,11109B,8-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",subopercle,1.2,,0.38,,"2: < 5% remaining (beak, spines, otoliths)",in the same vial as 11109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11111,31.5,80,800,95.728,76-95,N,F,,,11.02,5,3,salmon? Vertebrae and flesh,,,,,,,,TRUE,1974,11111,TRUE,11111A,1-Jun-17,CB,1,Salmons,Salmoniformes,Salmonidae,161931,Family,"Salmon, unidentified","vertebrae size, flesh coloration (dissection photo)",43.47,,43.47,,3: 5-49% remaining (some muscle),"partial vertebral column with flesh attached (some not well preserved), fin rays, loose flesh; changed ID based on color in dissection photo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,80,,"herring, squid",PH,FALSE,11116,43.5,110.5,1105,132.2243,116-135,N,F,,,32.52,14.75,3,"vertebrae, crab carapace, squid beak",,,,,,,,TRUE,1937,11116,TRUE,11116A,30-May-17,AK,4,Dungeness Crab,Metacarcinus magister,Metacarcinus magister,98675,Species,Dungeness Crab,"serrated claws, (scalloped edges of Carapace), white markings on Carapace",26.77,,15.76,,3: 5-49% remaining (some muscle),"pieces of claw and carapace, no measurements b/c none of the pieces were intact",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,80,,"herring, squid",PH,FALSE,11116,43.5,110.5,1105,132.2243,116-135,N,F,,,32.52,14.75,3,"vertebrae, crab carapace, squid beak",,,,,,,,TRUE,1939,11116,TRUE,11116C,30-May-17,AK,4,Flatfishes,Pleuronectiformes,Pleuronectiformes,172702,Order,"Flatfish, unidentified","prominent rib bones on only one side of vertebrae, urostyle shape, otolith shape",26.77,,10.26,,3: 5-49% remaining (some muscle),"partial vertebrae column with flesh attached, urostyle, fin rays, cleithrum (2), misc. bones, otolith (good)",good,,29.73,,5.96,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,80,,"herring, squid",PH,FALSE,11116,43.5,110.5,1105,132.2243,116-135,N,F,,,32.52,14.75,3,"vertebrae, crab carapace, squid beak",,,,,,,,TRUE,1940,11116,TRUE,11116D,30-May-17,AK,4,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,26.77,,0.68,,"2: < 5% remaining (beak, spines, otoliths)","unidentified bone (2), too large for 1116C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,80,,"herring, squid",PH,FALSE,11116,43.5,110.5,1105,132.2243,116-135,N,F,,,32.52,14.75,3,"vertebrae, crab carapace, squid beak",,,,,,,,TRUE,1938,11116,TRUE,11116B,30-May-17,AK,4,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,26.77,,0.07,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (lower), missing one wing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,7.72,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11121,40.24,102.2,1022,122.29252,116-135,N,F,,,,,2,"otolith, loose vertebrae, fish bones",too heavy to weigh,,,,,,,TRUE,1555,11121,TRUE,11121A,13-Dec-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,0.77,,0.77,,"2: < 5% remaining (beak, spines, otoliths)","vertebrae, misc. bones",good,,290.66,,17.86,,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,PH,FALSE,11122,30.24,76.8,768,91.89888,76-95,N,M,,,14.33,6.5,2,scales,,,,,,,,TRUE,1003,11122,TRUE,11122A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",cycloid scales,0.23,,0.23,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,PH,FALSE,11123,29.53,75,750,89.745,76-95,N,F,,,12.68,5.75,2,"Loose vertebrae, 1 scale",,,,,,,,TRUE,988,11123,TRUE,11123A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","vertebrae, large scale, misc. fish bones",0.22,,0.22,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,PH,FALSE,11124,31.93,81.1,811,97.04426,96-115,N,M,,,15.43,7,3,Crab bits,,,,,,,,TRUE,1195,11124,TRUE,11124A,22-Sep-16,CB,1,Crabs/Shrimps,Crustacea,Pleocyemata,96105,Suborder,"Crab, unidentified","head and eye shape, coloration",0.84,,0.84,,3: 5-49% remaining (some muscle),bits of crab head and legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,herring,PH,FALSE,11125,32.28,82,820,98.1212,96-115,N,F,,,16.53,7.5,4,fish and misc bones,,,,,,,,TRUE,2414,11125,TRUE,11125A,29-Jun-17,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"body morphology, dentary shape",80.27,,49.12,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),"mostly intact fish, some skin and scales, missing tail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,herring,PH,FALSE,11125,32.28,82,820,98.1212,96-115,N,F,,,16.53,7.5,4,fish and misc bones,,,,,,,,TRUE,2415,11125,TRUE,11125B,29-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","large, striated (porous) bones, anguloarticular shape",80.27,,31.15,,3: 5-49% remaining (some muscle),"partial head, anguloarticular (2), gills and pectorals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,200,,herring,PH,FALSE,11128,31.1,79,790,94.5314,76-95,N,F,,,14.88,6.75,2,"vert column, dentary",,,,,,,,TRUE,2094,11128,TRUE,11128A,7-Jun-17,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,7.78,,7.78,,"2: < 5% remaining (beak, spines, otoliths)","maxilla (2), lens, loose vertebrae, misc. bones, loose flesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,PH,FALSE,11131,34.25,87,870,104.1042,96-115,N,M,,,18.74,8.5,2,"vert, dentary, otolith",,,,,,,,TRUE,2095,11131,TRUE,11131A,7-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,13.78,,13.24,,"2: < 5% remaining (beak, spines, otoliths)","dentary, otolith (2), misc. bone (2), anguloarticular (2), subopercle (2), premaxilla (2),  maxilla (2), cleithrum, loose vertebrae, other bones, flesh",fair,fair,186.5,242.14,16.19,16.61,6.26,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,PH,FALSE,11131,34.25,87,870,104.1042,96-115,N,M,,,18.74,8.5,2,"vert, dentary, otolith",,,,,,,,TRUE,2096,11131,TRUE,11131B,7-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","dentary, subopercle",13.78,,0.54,,"2: < 5% remaining (beak, spines, otoliths)","dentary, subopercle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,350,,jig,PH,FALSE,11132,30.51,77.5,775,92.7365,76-95,N,M,,,12.13,5.5,3,old herring bait,,,,,,,,TRUE,2099,11132,TRUE,11132A,7-Jun-17,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"H-shaped hemal arches, oily solution",32.92,,32.92,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","full fish, no skin, scales, or head",,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/16,6,19,2016,171,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,Y,,315,,"herring, squid, cod guts",PH,FALSE,11138,26.65,67.7,677,81.00982,76-95,N,M,,,6.61,3,1,empty,just two rocks,,,,,,,TRUE,1008,11138,TRUE,11138A,15-Sep-16,CB,1,Benthic Material,Benthic Material,Rock,0,N/A,Rock,,2.94,,2.94,,"2: < 5% remaining (beak, spines, otoliths)",discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,220,,jig,PH,FALSE,11141,23.62,60,600,71.796,<76,N,F,,,5.51,2.5,2,some piece of flesh maybe salmon?,,,,,,,,TRUE,1010,11141,TRUE,11141A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish flesh,0.11,,0.11,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,240,,salmon,PH,FALSE,11147,32.13,81.6,816,97.64256,96-115,N,F,,,18.74,8.5,2,"two to three squid beaks, dentary, misc fish bones, 1 large lenses, 1 large otolith",,,,,,,,TRUE,1924,11147,TRUE,11147A,22-May-17,MB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",7.97,,6.55,,"2: < 5% remaining (beak, spines, otoliths)","premaxilla (2), lens (2), otolith (2), maxilla (2), cleithrum, post-cleithrum, dentary, partial vertebral column, misc. bones, oto #1 = vateritic",fair,fair,227.54,210.61,15.94,15.81,6.88,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,240,,salmon,PH,FALSE,11147,32.13,81.6,816,97.64256,96-115,N,F,,,18.74,8.5,2,"two to three squid beaks, dentary, misc fish bones, 1 large lenses, 1 large otolith",,,,,,,,TRUE,1926,11147,TRUE,11147C,22-May-17,MB,3,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,7.97,,0.5,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper and lower), lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,18.39,5.86,22.17,0.08,6.2,3.95,14.46,0.07,6.88,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,240,,salmon,PH,FALSE,11147,32.13,81.6,816,97.64256,96-115,N,F,,,18.74,8.5,2,"two to three squid beaks, dentary, misc fish bones, 1 large lenses, 1 large otolith",,,,,,,,TRUE,1925,11147,TRUE,11147B,22-May-17,MB,3,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,7.97,,0.92,,"2: < 5% remaining (beak, spines, otoliths)","lens (2), upper/lower beak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,21.1,6.2,25.02,0.15,6.57,4.51,16.45,0.12,7.52,7.08,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,225,,herring,PH,FALSE,11149,41.93,106.5,1065,127.4379,116-135,N,F,,,39.13,17.75,2,"two parts of octo beaks, fish bones, scales",,,,,,,,TRUE,1922,11149,TRUE,11149C,22-May-17,MB,4,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,10.37,,0.55,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,11.13,,25.63,0.24,7.37,,17.4,0.18,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,225,,herring,PH,FALSE,11149,41.93,106.5,1065,127.4379,116-135,N,F,,,39.13,17.75,2,"two parts of octo beaks, fish bones, scales",,,,,,,,TRUE,1921,11149,TRUE,11149B,22-May-17,MB,4,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,10.37,,0.69,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,12.04,,27.45,0.22,7.86,,18.64,0.29,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,225,,herring,PH,FALSE,11149,41.93,106.5,1065,127.4379,116-135,N,F,,,39.13,17.75,2,"two parts of octo beaks, fish bones, scales",,,,,,,,TRUE,1923,11149,TRUE,11149D,22-May-17,MB,4,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,10.37,,0.13,,"2: < 5% remaining (beak, spines, otoliths)","maxilla, smaller than 'A' premaxilla, in with 11149A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,225,,herring,PH,FALSE,11149,41.93,106.5,1065,127.4379,116-135,N,F,,,39.13,17.75,2,"two parts of octo beaks, fish bones, scales",,,,,,,,TRUE,1920,11149,TRUE,11149A,22-May-17,MB,4,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,10.37,,9,,"2: < 5% remaining (beak, spines, otoliths)","premaxilla (2), misc. bone, premaxilla larger than maxilla from 11149D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
